REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Alabama,2016,44,591,15,8,3.89,2.54,1.35
States,Alaska,2016,44,X,X,X,X,X,X
States,Arizona,2016,44,149,0,0,0,0,0
States,Arkansas,2016,44,53,0,0,0,0,0
States,California,2016,44,728,9,0,1.24,1.24,0
States,Colorado,2016,44,318,3,0,0.94,0.94,0
States,Connecticut,2016,44,254,4,0,1.57,1.57,0
States,Delaware,2016,44,72,0,0,0,0,0
States,District of Columbia,2016,44,X,X,X,X,X,X
States,Florida,2016,44,X,X,X,X,X,X
States,Georgia,2016,44,684,6,2,1.17,0.88,0.29
States,Hawaii,2016,44,190,3,0,1.58,1.58,0
States,Idaho,2016,44,30,0,0,0,0,0
States,Illinois,2016,44,261,0,0,0,0,0
States,Indiana,2016,44,104,0,0,0,0,0
States,Iowa,2016,44,84,1,2,3.57,1.19,2.38
States,Kansas,2016,44,52,0,0,0,0,0
States,Kentucky,2016,44,253,0,0,0,0,0
States,Louisiana,2016,44,580,7,3,1.72,1.21,0.52
States,Maine,2016,44,X,X,X,X,X,X
States,Maryland,2016,44,100,0,0,0,0,0
States,Massachusetts,2016,44,408,5,2,1.72,1.23,0.49
States,Michigan,2016,44,771,4,0,0.52,0.52,0
States,Minnesota,2016,44,311,3,0,0.96,0.96,0
States,Mississippi,2016,44,80,1,1,2.5,1.25,1.25
States,Missouri,2016,44,609,0,0,0,0,0
States,Montana,2016,44,95,2,0,2.11,2.11,0
States,Nebraska,2016,44,103,0,0,0,0,0
States,Nevada,2016,44,14,1,1,14.29,7.14,7.14
States,New Hampshire,2016,44,20,1,1,10,5,5
States,New Jersey,2016,44,X,X,X,X,X,X
States,New Mexico,2016,44,230,0,0,0,0,0
States,New York,2016,44,1580,12,2,0.89,0.76,0.13
States,North Carolina,2016,44,253,5,6,4.35,1.98,2.37
States,North Dakota,2016,44,44,0,0,0,0,0
States,Ohio,2016,44,1174,9,9,1.53,0.77,0.77
States,Oklahoma,2016,44,151,2,0,1.32,1.32,0
States,Oregon,2016,44,290,13,1,4.83,4.48,0.34
States,Pennsylvania,2016,44,346,0,0,0,0,0
States,Rhode Island,2016,44,X,X,X,X,X,X
States,South Carolina,2016,44,230,1,1,0.87,0.43,0.43
States,South Dakota,2016,44,126,2,0,1.59,1.59,0
States,Tennessee,2016,44,125,0,2,1.6,0,1.6
States,Texas,2016,44,1275,12,9,1.65,0.94,0.71
States,Utah,2016,44,480,8,0,1.67,1.67,0
States,Vermont,2016,44,71,0,0,0,0,0
States,Virginia,2016,44,217,0,0,0,0,0
States,Washington,2016,44,537,16,0,2.98,2.98,0
States,West Virginia,2016,44,409,0,1,0.24,0,0.24
States,Wisconsin,2016,44,580,2,0,0.34,0.34,0
States,Wyoming,2016,44,X,X,X,X,X,X
States,Puerto Rico,2016,44,0,0,0,0,0,0
States,Virgin Islands,2016,44,X,X,X,X,X,X
States,New York City,2016,44,X,X,X,X,X,X
States,Alabama,2016,45,625,5,1,0.96,0.8,0.16
States,Alaska,2016,45,X,X,X,X,X,X
States,Arizona,2016,45,143,1,0,0.7,0.7,0
States,Arkansas,2016,45,57,0,0,0,0,0
States,California,2016,45,839,10,1,1.31,1.19,0.12
States,Colorado,2016,45,394,8,0,2.03,2.03,0
States,Connecticut,2016,45,298,2,0,0.67,0.67,0
States,Delaware,2016,45,90,1,0,1.11,1.11,0
States,District of Columbia,2016,45,X,X,X,X,X,X
States,Florida,2016,45,X,X,X,X,X,X
States,Georgia,2016,45,670,7,2,1.34,1.04,0.3
States,Hawaii,2016,45,222,5,1,2.7,2.25,0.45
States,Idaho,2016,45,29,0,0,0,0,0
States,Illinois,2016,45,277,1,0,0.36,0.36,0
States,Indiana,2016,45,153,0,2,1.31,0,1.31
States,Iowa,2016,45,119,1,0,0.84,0.84,0
States,Kansas,2016,45,80,0,0,0,0,0
States,Kentucky,2016,45,269,0,0,0,0,0
States,Louisiana,2016,45,641,10,2,1.87,1.56,0.31
States,Maine,2016,45,X,X,X,X,X,X
States,Maryland,2016,45,135,0,0,0,0,0
States,Massachusetts,2016,45,467,5,1,1.28,1.07,0.21
States,Michigan,2016,45,802,0,0,0,0,0
States,Minnesota,2016,45,216,0,0,0,0,0
States,Mississippi,2016,45,92,0,0,0,0,0
States,Missouri,2016,45,601,0,0,0,0,0
States,Montana,2016,45,117,1,0,0.85,0.85,0
States,Nebraska,2016,45,81,0,0,0,0,0
States,Nevada,2016,45,11,0,0,0,0,0
States,New Hampshire,2016,45,25,0,0,0,0,0
States,New Jersey,2016,45,X,X,X,X,X,X
States,New Mexico,2016,45,234,0,0,0,0,0
States,New York,2016,45,1685,18,1,1.13,1.07,0.06
States,North Carolina,2016,45,186,4,2,3.23,2.15,1.08
States,North Dakota,2016,45,36,1,0,2.78,2.78,0
States,Ohio,2016,45,1333,8,4,0.9,0.6,0.3
States,Oklahoma,2016,45,148,2,0,1.35,1.35,0
States,Oregon,2016,45,273,39,0,14.29,14.29,0
States,Pennsylvania,2016,45,385,1,2,0.78,0.26,0.52
States,Rhode Island,2016,45,X,X,X,X,X,X
States,South Carolina,2016,45,229,0,1,0.44,0,0.44
States,South Dakota,2016,45,130,0,0,0,0,0
States,Tennessee,2016,45,184,1,1,1.09,0.54,0.54
States,Texas,2016,45,1514,10,19,1.92,0.66,1.25
States,Utah,2016,45,517,16,0,3.09,3.09,0
States,Vermont,2016,45,56,0,0,0,0,0
States,Virginia,2016,45,216,0,0,0,0,0
States,Washington,2016,45,562,33,1,6.05,5.87,0.18
States,West Virginia,2016,45,433,0,0,0,0,0
States,Wisconsin,2016,45,569,1,0,0.18,0.18,0
States,Wyoming,2016,45,X,X,X,X,X,X
States,Puerto Rico,2016,45,0,0,0,0,0,0
States,Virgin Islands,2016,45,X,X,X,X,X,X
States,New York City,2016,45,X,X,X,X,X,X
States,Alabama,2016,46,678,15,9,3.54,2.21,1.33
States,Alaska,2016,46,X,X,X,X,X,X
States,Arizona,2016,46,182,1,0,0.55,0.55,0
States,Arkansas,2016,46,45,1,0,2.22,2.22,0
States,California,2016,46,878,10,1,1.25,1.14,0.11
States,Colorado,2016,46,386,7,1,2.07,1.81,0.26
States,Connecticut,2016,46,350,4,0,1.14,1.14,0
States,Delaware,2016,46,108,3,0,2.78,2.78,0
States,District of Columbia,2016,46,X,X,X,X,X,X
States,Florida,2016,46,X,X,X,X,X,X
States,Georgia,2016,46,818,14,9,2.81,1.71,1.1
States,Hawaii,2016,46,154,4,0,2.6,2.6,0
States,Idaho,2016,46,36,2,0,5.56,5.56,0
States,Illinois,2016,46,291,4,3,2.41,1.37,1.03
States,Indiana,2016,46,160,1,0,0.63,0.63,0
States,Iowa,2016,46,98,0,0,0,0,0
States,Kansas,2016,46,81,1,2,3.7,1.23,2.47
States,Kentucky,2016,46,266,0,0,0,0,0
States,Louisiana,2016,46,735,21,5,3.54,2.86,0.68
States,Maine,2016,46,X,X,X,X,X,X
States,Maryland,2016,46,108,0,0,0,0,0
States,Massachusetts,2016,46,439,5,0,1.14,1.14,0
States,Michigan,2016,46,754,3,4,0.93,0.4,0.53
States,Minnesota,2016,46,305,1,0,0.33,0.33,0
States,Mississippi,2016,46,104,0,0,0,0,0
States,Missouri,2016,46,701,5,1,0.86,0.71,0.14
States,Montana,2016,46,133,4,0,3.01,3.01,0
States,Nebraska,2016,46,74,0,0,0,0,0
States,Nevada,2016,46,X,X,X,X,X,X
States,New Hampshire,2016,46,29,1,0,3.45,3.45,0
States,New Jersey,2016,46,X,X,X,X,X,X
States,New Mexico,2016,46,284,0,0,0,0,0
States,New York,2016,46,1705,21,4,1.47,1.23,0.23
States,North Carolina,2016,46,267,3,2,1.87,1.12,0.75
States,North Dakota,2016,46,39,0,0,0,0,0
States,Ohio,2016,46,1376,9,7,1.16,0.65,0.51
States,Oklahoma,2016,46,204,2,0,0.98,0.98,0
States,Oregon,2016,46,367,48,0,13.08,13.08,0
States,Pennsylvania,2016,46,453,2,2,0.88,0.44,0.44
States,Rhode Island,2016,46,X,X,X,X,X,X
States,South Carolina,2016,46,267,0,1,0.37,0,0.37
States,South Dakota,2016,46,122,1,0,0.82,0.82,0
States,Tennessee,2016,46,162,1,0,0.62,0.62,0
States,Texas,2016,46,1746,21,22,2.46,1.2,1.26
States,Utah,2016,46,483,7,0,1.45,1.45,0
States,Vermont,2016,46,75,1,0,1.33,1.33,0
States,Virginia,2016,46,181,0,0,0,0,0
States,Washington,2016,46,610,38,1,6.39,6.23,0.16
States,West Virginia,2016,46,427,2,0,0.47,0.47,0
States,Wisconsin,2016,46,576,4,0,0.69,0.69,0
States,Wyoming,2016,46,X,X,X,X,X,X
States,Puerto Rico,2016,46,0,0,0,0,0,0
States,Virgin Islands,2016,46,X,X,X,X,X,X
States,New York City,2016,46,X,X,X,X,X,X
States,Alabama,2016,47,650,14,8,3.38,2.15,1.23
States,Alaska,2016,47,X,X,X,X,X,X
States,Arizona,2016,47,165,3,0,1.82,1.82,0
States,Arkansas,2016,47,56,0,0,0,0,0
States,California,2016,47,840,15,2,2.02,1.79,0.24
States,Colorado,2016,47,372,10,1,2.96,2.69,0.27
States,Connecticut,2016,47,328,5,1,1.83,1.52,0.3
States,Delaware,2016,47,94,6,0,6.38,6.38,0
States,District of Columbia,2016,47,X,X,X,X,X,X
States,Florida,2016,47,X,X,X,X,X,X
States,Georgia,2016,47,765,7,5,1.57,0.92,0.65
States,Hawaii,2016,47,158,7,4,6.96,4.43,2.53
States,Idaho,2016,47,57,5,0,8.77,8.77,0
States,Illinois,2016,47,337,6,1,2.08,1.78,0.3
States,Indiana,2016,47,156,0,0,0,0,0
States,Iowa,2016,47,129,2,0,1.55,1.55,0
States,Kansas,2016,47,73,0,0,0,0,0
States,Kentucky,2016,47,243,0,0,0,0,0
States,Louisiana,2016,47,716,20,5,3.49,2.79,0.7
States,Maine,2016,47,X,X,X,X,X,X
States,Maryland,2016,47,107,1,1,1.87,0.93,0.93
States,Massachusetts,2016,47,455,3,3,1.32,0.66,0.66
States,Michigan,2016,47,744,15,1,2.15,2.02,0.13
States,Minnesota,2016,47,276,1,0,0.36,0.36,0
States,Mississippi,2016,47,84,1,0,1.19,1.19,0
States,Missouri,2016,47,584,11,1,2.05,1.88,0.17
States,Montana,2016,47,119,3,0,2.52,2.52,0
States,Nebraska,2016,47,95,0,1,1.05,0,1.05
States,Nevada,2016,47,10,1,0,10,10,0
States,New Hampshire,2016,47,26,0,0,0,0,0
States,New Jersey,2016,47,X,X,X,X,X,X
States,New Mexico,2016,47,236,1,0,0.42,0.42,0
States,New York,2016,47,1672,30,3,1.97,1.79,0.18
States,North Carolina,2016,47,287,2,3,1.74,0.7,1.05
States,North Dakota,2016,47,29,0,0,0,0,0
States,Ohio,2016,47,1215,10,7,1.4,0.82,0.58
States,Oklahoma,2016,47,182,1,0,0.55,0.55,0
States,Oregon,2016,47,357,58,0,16.25,16.25,0
States,Pennsylvania,2016,47,431,2,2,0.93,0.46,0.46
States,Rhode Island,2016,47,X,X,X,X,X,X
States,South Carolina,2016,47,239,1,4,2.09,0.42,1.67
States,South Dakota,2016,47,121,0,0,0,0,0
States,Tennessee,2016,47,197,2,3,2.54,1.02,1.52
States,Texas,2016,47,1537,17,16,2.15,1.11,1.04
States,Utah,2016,47,549,16,0,2.91,2.91,0
States,Vermont,2016,47,81,0,0,0,0,0
States,Virginia,2016,47,184,0,0,0,0,0
States,Washington,2016,47,649,35,1,5.55,5.39,0.15
States,West Virginia,2016,47,413,3,1,0.97,0.73,0.24
States,Wisconsin,2016,47,571,5,0,0.88,0.88,0
States,Wyoming,2016,47,X,X,X,X,X,X
States,Puerto Rico,2016,47,0,0,0,0,0,0
States,Virgin Islands,2016,47,X,X,X,X,X,X
States,New York City,2016,47,X,X,X,X,X,X
States,Alabama,2016,48,714,20,9,4.06,2.8,1.26
States,Alaska,2016,48,X,X,X,X,X,X
States,Arizona,2016,48,223,1,0,0.45,0.45,0
States,Arkansas,2016,48,73,2,1,4.11,2.74,1.37
States,California,2016,48,1063,17,2,1.79,1.6,0.19
States,Colorado,2016,48,462,17,0,3.68,3.68,0
States,Connecticut,2016,48,390,4,1,1.28,1.03,0.26
States,Delaware,2016,48,168,14,1,8.93,8.33,0.6
States,District of Columbia,2016,48,X,X,X,X,X,X
States,Florida,2016,48,X,X,X,X,X,X
States,Georgia,2016,48,841,13,8,2.5,1.55,0.95
States,Hawaii,2016,48,228,18,6,10.53,7.89,2.63
States,Idaho,2016,48,44,3,0,6.82,6.82,0
States,Illinois,2016,48,317,3,2,1.58,0.95,0.63
States,Indiana,2016,48,184,0,0,0,0,0
States,Iowa,2016,48,110,2,0,1.82,1.82,0
States,Kansas,2016,48,91,1,1,2.2,1.1,1.1
States,Kentucky,2016,48,304,0,1,0.33,0,0.33
States,Louisiana,2016,48,741,16,6,2.97,2.16,0.81
States,Maine,2016,48,X,X,X,X,X,X
States,Maryland,2016,48,162,1,1,1.23,0.62,0.62
States,Massachusetts,2016,48,595,20,2,3.7,3.36,0.34
States,Michigan,2016,48,924,5,2,0.76,0.54,0.22
States,Minnesota,2016,48,410,5,2,1.71,1.22,0.49
States,Mississippi,2016,48,129,1,1,1.55,0.78,0.78
States,Missouri,2016,48,715,16,2,2.52,2.24,0.28
States,Montana,2016,48,109,2,0,1.83,1.83,0
States,Nebraska,2016,48,88,1,0,1.14,1.14,0
States,Nevada,2016,48,12,1,0,8.33,8.33,0
States,New Hampshire,2016,48,27,0,0,0,0,0
States,New Jersey,2016,48,X,X,X,X,X,X
States,New Mexico,2016,48,289,4,0,1.38,1.38,0
States,New York,2016,48,2068,60,14,3.58,2.9,0.68
States,North Carolina,2016,48,315,6,3,2.86,1.9,0.95
States,North Dakota,2016,48,47,0,0,0,0,0
States,Ohio,2016,48,1463,16,5,1.44,1.09,0.34
States,Oklahoma,2016,48,192,1,0,0.52,0.52,0
States,Oregon,2016,48,416,44,1,10.82,10.58,0.24
States,Pennsylvania,2016,48,472,3,1,0.85,0.64,0.21
States,Rhode Island,2016,48,X,X,X,X,X,X
States,South Carolina,2016,48,285,1,0,0.35,0.35,0
States,South Dakota,2016,48,153,0,0,0,0,0
States,Tennessee,2016,48,209,2,6,3.83,0.96,2.87
States,Texas,2016,48,1780,12,20,1.8,0.67,1.12
States,Utah,2016,48,630,30,0,4.76,4.76,0
States,Vermont,2016,48,91,3,0,3.3,3.3,0
States,Virginia,2016,48,206,0,0,0,0,0
States,Washington,2016,48,606,33,0,5.45,5.45,0
States,West Virginia,2016,48,483,5,3,1.66,1.04,0.62
States,Wisconsin,2016,48,744,7,2,1.21,0.94,0.27
States,Wyoming,2016,48,X,X,X,X,X,X
States,Puerto Rico,2016,48,0,0,0,0,0,0
States,Virgin Islands,2016,48,X,X,X,X,X,X
States,New York City,2016,48,X,X,X,X,X,X
States,Alabama,2016,49,723,20,7,3.73,2.77,0.97
States,Alaska,2016,49,X,X,X,X,X,X
States,Arizona,2016,49,165,1,0,0.61,0.61,0
States,Arkansas,2016,49,50,0,0,0,0,0
States,California,2016,49,1021,30,2,3.13,2.94,0.2
States,Colorado,2016,49,488,18,3,4.3,3.69,0.61
States,Connecticut,2016,49,341,1,0,0.29,0.29,0
States,Delaware,2016,49,172,8,0,4.65,4.65,0
States,District of Columbia,2016,49,X,X,X,X,X,X
States,Florida,2016,49,X,X,X,X,X,X
States,Georgia,2016,49,763,19,10,3.8,2.49,1.31
States,Hawaii,2016,49,234,24,8,13.68,10.26,3.42
States,Idaho,2016,49,50,6,0,12,12,0
States,Illinois,2016,49,335,3,2,1.49,0.9,0.6
States,Indiana,2016,49,177,1,0,0.56,0.56,0
States,Iowa,2016,49,119,2,0,1.68,1.68,0
States,Kansas,2016,49,87,0,0,0,0,0
States,Kentucky,2016,49,332,0,0,0,0,0
States,Louisiana,2016,49,737,16,2,2.44,2.17,0.27
States,Maine,2016,49,X,X,X,X,X,X
States,Maryland,2016,49,137,2,0,1.46,1.46,0
States,Massachusetts,2016,49,509,8,5,2.55,1.57,0.98
States,Michigan,2016,49,952,24,7,3.26,2.52,0.74
States,Minnesota,2016,49,358,7,0,1.96,1.96,0
States,Mississippi,2016,49,87,2,2,4.6,2.3,2.3
States,Missouri,2016,49,762,11,1,1.57,1.44,0.13
States,Montana,2016,49,137,9,1,7.3,6.57,0.73
States,Nebraska,2016,49,110,5,0,4.55,4.55,0
States,Nevada,2016,49,11,0,0,0,0,0
States,New Hampshire,2016,49,20,0,0,0,0,0
States,New Jersey,2016,49,X,X,X,X,X,X
States,New Mexico,2016,49,180,1,0,0.56,0.56,0
States,New York,2016,49,1483,46,2,3.24,3.1,0.13
States,North Carolina,2016,49,321,8,3,3.43,2.49,0.93
States,North Dakota,2016,49,26,0,0,0,0,0
States,Ohio,2016,49,1481,25,8,2.23,1.69,0.54
States,Oklahoma,2016,49,179,2,0,1.12,1.12,0
States,Oregon,2016,49,392,56,0,14.29,14.29,0
States,Pennsylvania,2016,49,498,13,3,3.21,2.61,0.6
States,Rhode Island,2016,49,X,X,X,X,X,X
States,South Carolina,2016,49,311,0,4,1.29,0,1.29
States,South Dakota,2016,49,158,0,0,0,0,0
States,Tennessee,2016,49,184,3,1,2.17,1.63,0.54
States,Texas,2016,49,1653,37,29,3.99,2.24,1.75
States,Utah,2016,49,584,33,0,5.65,5.65,0
States,Vermont,2016,49,121,7,0,5.79,5.79,0
States,Virginia,2016,49,248,3,0,1.21,1.21,0
States,Washington,2016,49,681,38,0,5.58,5.58,0
States,West Virginia,2016,49,453,5,2,1.55,1.1,0.44
States,Wisconsin,2016,49,684,13,3,2.34,1.9,0.44
States,Wyoming,2016,49,X,X,X,X,X,X
States,Puerto Rico,2016,49,0,0,0,0,0,0
States,Virgin Islands,2016,49,X,X,X,X,X,X
States,New York City,2016,49,X,X,X,X,X,X
States,Alabama,2016,50,801,31,8,4.87,3.87,1
States,Alaska,2016,50,X,X,X,X,X,X
States,Arizona,2016,50,226,0,0,0,0,0
States,Arkansas,2016,50,75,1,0,1.33,1.33,0
States,California,2016,50,1222,64,4,5.56,5.24,0.33
States,Colorado,2016,50,533,22,2,4.5,4.13,0.38
States,Connecticut,2016,50,391,13,0,3.32,3.32,0
States,Delaware,2016,50,158,14,0,8.86,8.86,0
States,District of Columbia,2016,50,X,X,X,X,X,X
States,Florida,2016,50,X,X,X,X,X,X
States,Georgia,2016,50,956,79,22,10.56,8.26,2.3
States,Hawaii,2016,50,256,23,3,10.16,8.98,1.17
States,Idaho,2016,50,56,8,0,14.29,14.29,0
States,Illinois,2016,50,401,7,11,4.49,1.75,2.74
States,Indiana,2016,50,172,2,1,1.74,1.16,0.58
States,Iowa,2016,50,124,4,0,3.23,3.23,0
States,Kansas,2016,50,94,3,0,3.19,3.19,0
States,Kentucky,2016,50,361,2,0,0.55,0.55,0
States,Louisiana,2016,50,861,51,4,6.39,5.92,0.46
States,Maine,2016,50,X,X,X,X,X,X
States,Maryland,2016,50,175,3,0,1.71,1.71,0
States,Massachusetts,2016,50,563,17,3,3.55,3.02,0.53
States,Michigan,2016,50,896,31,1,3.57,3.46,0.11
States,Minnesota,2016,50,338,7,0,2.07,2.07,0
States,Mississippi,2016,50,116,5,2,6.03,4.31,1.72
States,Missouri,2016,50,755,24,1,3.31,3.18,0.13
States,Montana,2016,50,129,10,0,7.75,7.75,0
States,Nebraska,2016,50,106,2,0,1.89,1.89,0
States,Nevada,2016,50,33,5,0,15.15,15.15,0
States,New Hampshire,2016,50,16,0,0,0,0,0
States,New Jersey,2016,50,X,X,X,X,X,X
States,New Mexico,2016,50,357,6,0,1.68,1.68,0
States,New York,2016,50,2102,126,8,6.37,5.99,0.38
States,North Carolina,2016,50,313,12,8,6.39,3.83,2.56
States,North Dakota,2016,50,30,1,0,3.33,3.33,0
States,Ohio,2016,50,1647,38,4,2.55,2.31,0.24
States,Oklahoma,2016,50,197,5,0,2.54,2.54,0
States,Oregon,2016,50,579,151,0,26.08,26.08,0
States,Pennsylvania,2016,50,525,14,2,3.05,2.67,0.38
States,Rhode Island,2016,50,X,X,X,X,X,X
States,South Carolina,2016,50,360,5,6,3.06,1.39,1.67
States,South Dakota,2016,50,144,2,1,2.08,1.39,0.69
States,Tennessee,2016,50,220,7,3,4.55,3.18,1.36
States,Texas,2016,50,2035,75,24,4.86,3.69,1.18
States,Utah,2016,50,766,92,0,12.01,12.01,0
States,Vermont,2016,50,101,7,0,6.93,6.93,0
States,Virginia,2016,50,232,9,0,3.88,3.88,0
States,Washington,2016,50,714,69,2,9.94,9.66,0.28
States,West Virginia,2016,50,503,12,1,2.58,2.39,0.2
States,Wisconsin,2016,50,764,16,2,2.36,2.09,0.26
States,Wyoming,2016,50,X,X,X,X,X,X
States,Puerto Rico,2016,50,0,0,0,0,0,0
States,Virgin Islands,2016,50,X,X,X,X,X,X
States,New York City,2016,50,X,X,X,X,X,X
States,Alabama,2016,51,970,44,13,5.88,4.54,1.34
States,Alaska,2016,51,X,X,X,X,X,X
States,Arizona,2016,51,237,6,0,2.53,2.53,0
States,Arkansas,2016,51,82,4,0,4.88,4.88,0
States,California,2016,51,1342,105,1,7.9,7.82,0.07
States,Colorado,2016,51,653,54,5,9.04,8.27,0.77
States,Connecticut,2016,51,433,44,3,10.85,10.16,0.69
States,Delaware,2016,51,180,7,0,3.89,3.89,0
States,District of Columbia,2016,51,X,X,X,X,X,X
States,Florida,2016,51,X,X,X,X,X,X
States,Georgia,2016,51,1206,99,35,11.11,8.21,2.9
States,Hawaii,2016,51,292,21,5,8.9,7.19,1.71
States,Idaho,2016,51,87,30,0,34.48,34.48,0
States,Illinois,2016,51,453,19,9,6.18,4.19,1.99
States,Indiana,2016,51,217,3,0,1.38,1.38,0
States,Iowa,2016,51,165,7,2,5.45,4.24,1.21
States,Kansas,2016,51,126,18,0,14.29,14.29,0
States,Kentucky,2016,51,353,8,1,2.55,2.27,0.28
States,Louisiana,2016,51,1050,109,24,12.67,10.38,2.29
States,Maine,2016,51,X,X,X,X,X,X
States,Maryland,2016,51,154,4,1,3.25,2.6,0.65
States,Massachusetts,2016,51,632,31,4,5.54,4.91,0.63
States,Michigan,2016,51,951,40,14,5.68,4.21,1.47
States,Minnesota,2016,51,373,14,2,4.29,3.75,0.54
States,Mississippi,2016,51,162,4,3,4.32,2.47,1.85
States,Missouri,2016,51,757,37,1,5.02,4.89,0.13
States,Montana,2016,51,180,25,1,14.44,13.89,0.56
States,Nebraska,2016,51,150,8,1,6,5.33,0.67
States,Nevada,2016,51,29,5,0,17.24,17.24,0
States,New Hampshire,2016,51,25,3,0,12,12,0
States,New Jersey,2016,51,X,X,X,X,X,X
States,New Mexico,2016,51,350,5,0,1.43,1.43,0
States,New York,2016,51,2525,335,15,13.86,13.27,0.59
States,North Carolina,2016,51,520,98,12,21.15,18.85,2.31
States,North Dakota,2016,51,33,2,0,6.06,6.06,0
States,Ohio,2016,51,1719,79,10,5.18,4.6,0.58
States,Oklahoma,2016,51,224,12,3,6.7,5.36,1.34
States,Oregon,2016,51,737,239,3,32.84,32.43,0.41
States,Pennsylvania,2016,51,571,29,9,6.65,5.08,1.58
States,Rhode Island,2016,51,X,X,X,X,X,X
States,South Carolina,2016,51,380,13,9,5.79,3.42,2.37
States,South Dakota,2016,51,157,5,1,3.82,3.18,0.64
States,Tennessee,2016,51,267,15,1,5.99,5.62,0.37
States,Texas,2016,51,1949,86,46,6.77,4.41,2.36
States,Utah,2016,51,984,217,4,22.46,22.05,0.41
States,Vermont,2016,51,145,11,2,8.97,7.59,1.38
States,Virginia,2016,51,229,10,0,4.37,4.37,0
States,Washington,2016,51,942,176,2,18.9,18.68,0.21
States,West Virginia,2016,51,560,31,4,6.25,5.54,0.71
States,Wisconsin,2016,51,826,39,6,5.45,4.72,0.73
States,Wyoming,2016,51,X,X,X,X,X,X
States,Puerto Rico,2016,51,0,0,0,0,0,0
States,Virgin Islands,2016,51,X,X,X,X,X,X
States,New York City,2016,51,X,X,X,X,X,X
States,Alabama,2016,52,989,65,16,8.19,6.57,1.62
States,Alaska,2016,52,X,X,X,X,X,X
States,Arizona,2016,52,282,2,1,1.06,0.71,0.35
States,Arkansas,2016,52,84,5,0,5.95,5.95,0
States,California,2016,52,1630,186,9,11.96,11.41,0.55
States,Colorado,2016,52,915,127,6,14.54,13.88,0.66
States,Connecticut,2016,52,653,107,6,17.3,16.39,0.92
States,Delaware,2016,52,205,17,0,8.29,8.29,0
States,District of Columbia,2016,52,X,X,X,X,X,X
States,Florida,2016,52,X,X,X,X,X,X
States,Georgia,2016,52,1325,115,29,10.87,8.68,2.19
States,Hawaii,2016,52,354,7,18,7.06,1.98,5.08
States,Idaho,2016,52,106,35,0,33.02,33.02,0
States,Illinois,2016,52,607,43,16,9.72,7.08,2.64
States,Indiana,2016,52,191,5,1,3.14,2.62,0.52
States,Iowa,2016,52,131,12,2,10.69,9.16,1.53
States,Kansas,2016,52,138,7,0,5.07,5.07,0
States,Kentucky,2016,52,350,7,0,2,2,0
States,Louisiana,2016,52,1284,117,35,11.84,9.11,2.73
States,Maine,2016,52,61,7,0,11.48,11.48,0
States,Maryland,2016,52,270,52,2,20,19.26,0.74
States,Massachusetts,2016,52,887,82,5,9.81,9.24,0.56
States,Michigan,2016,52,1230,63,10,5.93,5.12,0.81
States,Minnesota,2016,52,468,31,3,7.26,6.62,0.64
States,Mississippi,2016,52,179,14,8,12.29,7.82,4.47
States,Missouri,2016,52,928,70,5,8.08,7.54,0.54
States,Montana,2016,52,244,68,0,27.87,27.87,0
States,Nebraska,2016,52,160,10,0,6.25,6.25,0
States,Nevada,2016,52,X,X,X,X,X,X
States,New Hampshire,2016,52,40,2,0,5,5,0
States,New Jersey,2016,52,X,X,X,X,X,X
States,New Mexico,2016,52,354,9,3,3.39,2.54,0.85
States,New York,2016,52,3281,708,14,22.01,21.58,0.43
States,North Carolina,2016,52,658,78,9,13.22,11.85,1.37
States,North Dakota,2016,52,64,11,0,17.19,17.19,0
States,Ohio,2016,52,2121,172,20,9.05,8.11,0.94
States,Oklahoma,2016,52,265,14,2,6.04,5.28,0.75
States,Oregon,2016,52,1199,522,0,43.54,43.54,0
States,Pennsylvania,2016,52,672,54,15,10.27,8.04,2.23
States,Rhode Island,2016,52,X,X,X,X,X,X
States,South Carolina,2016,52,476,19,13,6.72,3.99,2.73
States,South Dakota,2016,52,210,11,0,5.24,5.24,0
States,Tennessee,2016,52,338,30,4,10.06,8.88,1.18
States,Texas,2016,52,2449,129,38,6.82,5.27,1.55
States,Utah,2016,52,1240,308,1,24.92,24.84,0.08
States,Vermont,2016,52,195,21,1,11.28,10.77,0.51
States,Virginia,2016,52,241,29,1,12.45,12.03,0.41
States,Washington,2016,52,1459,333,2,22.96,22.82,0.14
States,West Virginia,2016,52,765,54,10,8.37,7.06,1.31
States,Wisconsin,2016,52,1032,72,5,7.46,6.98,0.48
States,Wyoming,2016,52,X,X,X,X,X,X
States,Puerto Rico,2016,52,0,0,0,0,0,0
States,Virgin Islands,2016,52,X,X,X,X,X,X
States,New York City,2016,52,X,X,X,X,X,X
States,Alabama,2017,1,919,52,12,6.96,5.66,1.31
States,Alaska,2017,1,X,X,X,X,X,X
States,Arizona,2017,1,299,10,0,3.34,3.34,0
States,Arkansas,2017,1,46,6,0,13.04,13.04,0
States,California,2017,1,1867,291,0,15.59,15.59,0
States,Colorado,2017,1,949,112,3,12.12,11.8,0.32
States,Connecticut,2017,1,602,75,6,13.46,12.46,1
States,Delaware,2017,1,231,23,1,10.39,9.96,0.43
States,District of Columbia,2017,1,X,X,X,X,X,X
States,Florida,2017,1,X,X,X,X,X,X
